9 км;3;4–4,5 часа;Один из самых насыщенных маршрутов. Древние дольмены (им 3000–4000 лет!), прохладный водопад в Медвежьей щели, четыре памятника Великой Отечественной, гора Жень с трагической историей репрессированных народов и золотые виноградники на финише. Три эпохи — один путь. Идите не спеша, здесь есть о чём подумать.;🥾 треккинговые ботинки | 💧 вода 1,5–2 л | 🍎 перекус | 🧥 ветровка | 📸 фотоаппарат;Лучше всего — апрель–июнь, сентябрь–октябрь
37,6323796;44,6736509;0
37,6324225;44,674208;0
37,6324654;44,6747652;0
37,6318538;44,6745362;0
37,6315372;44,6744246;0
37,6312423;44,6743072;0
37,6313389;44,6741088;0
37,6314354;44,6739103;0
37,6321435;44,6743225;0
37,6328516;44,6747346;0
37,6340503;44,6750338;0
37,635249;44,675333;0
37,6352978;44,6753452;0
37,6360917;44,6754673;0
37,6368857;44,6755894;0
37,638156;44,6755799;0
37,6394263;44,6755703;0
37,6406967;44,6755608;0
37,641967;44,6755513;0
37,6432374;44,6755417;0
37,6445077;44,6755322;0
37,6450181;44,6755284;0
37,6453293;44,675597;0
37,6456404;44,6756657;0
37,6457691;44,6759988;0
37,6458979;44,6763318;0
37,646123;44,6772209;0
37,6463482;44,67811;0
37,6465733;44,678999;0
37,6467984;44,6798881;0
37,6470235;44,6807771;0
37,6471424;44,6812466;0
37,6474643;44,6814297;0
37,6477862;44,6816129;0
37,6489234;44,6812619;0
37,6500607;44,6809108;0
37,6510633;44,6814655;0
37,652066;44,6820202;0
37,6530687;44,6825749;0
37,6539231;44,6830475;0
37,654717;44,6829865;0
37,6555109;44,6829255;0
37,6558543;44,6825592;0
37,6561976;44,6821929;0
37,6571417;44,6821471;0
37,6580858;44,6821013;0
37,6593022;44,682362;0
37,6605185;44,6826228;0
37,6612187;44,6827728;0
37,6622272;44,6828034;0
37,6632357;44,6828339;0
37,6642411;44,6831564;0
37,665976;44,6825329;0
37,6662272;44,6830252;0
37,6659022;44,6823331;0
37,6644615;44,6834413;0
37,6646268;44,6843456;0
37,6647806;44,6845127;0
37,6635513;44,6847404;0
37,6623219;44,6849681;0
37,6610925;44,6851958;0
37,6606608;44,6852758;0
37,6605397;44,6861749;0
37,6604187;44,687074;0
37,6602977;44,6879731;0
37,6601766;44,6888722;0
37,6600556;44,6897712;0
37,6599345;44,6906703;0
37,6598135;44,6915693;0
37,6596925;44,6924683;0
37,6595714;44,6933673;0
37,6595021;44,6938826;0
37,6593847;44,6947818;0
37,6592674;44,6956811;0
37,6591501;44,6965803;0
37,6591158;44,6968428;0
37,6602854;44,6971954;0
37,6614549;44,6975481;0
37,6626245;44,6979007;0
37,663794;44,6982533;0
37,6644802;44,6984602;0
37,6652956;44,698506;0
37,666111;44,6985517;0
37,666626;44,69904;0
37,667141;44,6995282;0
37,6683677;44,6997631;0
37,6695944;44,6999979;0
37,6704884;44,7001691;0
37,6710646;44,7009738;0
37,6716408;44,7017786;0
37,67169;44,7018474;0
37,6712179;44,7017711;0
37,6707459;44,7016948;0
37,6698446;44,7018486;0
37,6689434;44,7020023;0
37,6683426;44,7018343;0
37,6677418;44,7016663;0
37,6667976;44,7013154;0
37,6658535;44,7009645;0
37,6656175;44,701056;0
37,6653814;44,7011476;0
37,664255;44,70073;0
37,6631286;44,7003124;0
37,6620022;44,6998949;0
37,6614332;44,699684;0
37,6606393;44,700004;0
37,6598454;44,700324;0
37,6588583;44,7004907;0
37,6578713;44,7006573;0
37,658;44,7009014;0
37,6581288;44,7011455;0
37,6568728;44,7010096;0
37,6556169;44,7008737;0
37,6543609;44,7007378;0
37,6541806;44,7007183;0
37,6535368;44,700581;0
37,6528931;44,7004437;0
37,6523513;44,7012325;0
37,6518095;44,7020214;0
37,6518953;44,7022405;0
37,6519811;44,7024596;0
37,6516754;44,7025168;0
37,6513696;44,702574;0
37,6512408;44,7027285;0
37,6511121;44,702883;0
37,6508358;44,7028124;0
37,6505596;44,7027419;0
37,6506427;44,7031957;0
37,6507258;44,7036496;0
37,6503794;44,7045183;0
37,6500329;44,705387;0
37,6496864;44,7062557;0
37,6493399;44,7071244;0
37,6489935;44,7079931;0
37,648647;44,7088617;0
37,6483005;44,7097303;0
37,647954;44,710599;0
37,647872;44,7108046;0
37,6474911;44,7115065;0
37,6471102;44,7122084;0
37,6466596;44,7128015;0
37,646209;44,7133945;0
37,6459542;44,713404;0
37,6456994;44,7134135;0
37,6455921;44,7136404;0
37,6454848;44,7138673;0
37,646142;44,7142334;0
37,6467991;44,7145995;0
37,6324653705008;44,6736813639982;5,6;Старт - с. Южная Озереевка, ул. Мира;Высота: 6 м
37,6315212;44,6739409;0;Мемориал ВОВ, Братская Могила;
37,6594024;44,6953747;0;г. Глебовская, подснежники;
37,6662272;44,6830252;0;Водопад в Глубокой Щели;
37,6468849189551;44,7146300370558;45,7;Финиш - с. Глебовское, ул. Карла Маркса;Высота: 46 м
