9 км;3;4–4,5 часа;Один из самых насыщенных маршрутов. Древние дольмены (им 3000–4000 лет!), прохладный водопад в Медвежьей щели, четыре памятника Великой Отечественной, гора Жень с трагической историей репрессированных народов и золотые виноградники на финише. Три эпохи — один путь. Идите не спеша, здесь есть о чём подумать.;🥾 треккинговые ботинки | 💧 вода 1,5–2 л | 🍎 перекус | 🧥 ветровка | 📸 фотоаппарат;Лучше всего — апрель–июнь, сентябрь–октябрь
37,7592158323166;44,6581686374047;22,1
37,7580275443641;44,6578490104635;23
37,7568392564116;44,6575293817604;17,7
37,7556509684591;44,6572097512954;9,4
37,7555251121201;44,6571758978488;8,6
37,7543179106643;44,6568944017235;6,7
37,7531107092086;44,6566129042318;7,7
37,7519035077528;44,6563314053735;14,4
37,751816;44,656311;15,1
37,751717;44,656384;16,3
37,751637;44,656471;17,3
37,751575;44,656586;18,2
37,751381;44,657036;20,7
37,751328;44,657253;21,5
37,751312;44,657372;21,4
37,751305;44,657536;21,2
37,751343;44,657764;20,6
37,751259;44,657814;21,2
37,751209;44,657864;21,5
37,751183;44,657921;21,6
37,751171;44,65794;21,7
37,751118;44,6581;22,4
37,751087;44,658154;22,8
37,751041;44,658188;23,2
37,750969;44,658211;23,9
37,750938;44,658211;24,1
37,750881;44,658215;24,6
37,75045;44,658173;28
37,750439;44,658207;28,2
37,750343;44,658447;29,3
37,750359;44,658493;29,3
37,750435;44,658604;28,9
37,750435;44,65863;28,9
37,750423;44,658657;29,1
37,750397;44,658699;29,4
37,750336;44,658768;30,2
37,750164;44,658928;33,1
37,749893;44,65881;36
37,749347;44,658734;42,7
37,749924;44,658879;36,1
37,749047;44,659737;52,8
37,74847;44,659628;59,5
37,746602;44,65866;79,4
37,745689;44,657682;78,3
37,741078;44,658155;175,3
37,739558;44,656989;231,6
37,737401;44,656962;301,1
37,735777;44,658285;321,1
37,733838;44,658638;330,1
37,733914;44,660402;279,3
37,735617;44,662511;220,5
37,735085;44,664026;227,8
37,736423;44,665757;179,3
37,736529;44,66632;176,8
37,735738;44,666807;180,6
37,740224;44,667434;132,6
37,737327;44,667715;152,5
37,735685;44,66754;170,5
37,732941;44,66819;211,3
37,73128;44,667689;236,9
37,730464;44,666668;259,1
37,727649;44,666548;304
37,726326;44,66777;308,3
37,727114;44,668471;283
37,7261;44,670233;292,6
37,724793;44,670065;318,5
37,721907;44,671148;335,8
37,721404;44,672038;312,9
37,720203;44,672999;302
37,719805;44,675672;255,8
37,718092;44,676686;220,8
37,718637;44,67768;219,8
37,718306;44,677963;214,4
37,718747;44,677888;220,2
37,719597;44,679053;221
37,718898;44,679928;212,7
37,722414;44,682695;169,4
37,727762;44,684979;130,7
37,728656;44,685487;117
37,729133;44,685;96,7
37,728449;44,684404;101,6
37,728508;44,682178;74
37,729819;44,681775;74,8
37,7592158323166;44,6581686374047;22,1;Старт - Братская Могила, с. Мысхако;Высота: 22 м
37,7539426;44,6568087;0;Долина смерти: Карта боев;
37,7537709;44,6568469;0;Долина смерти: Каменный календарь апрельских боев;
37,7541571;44,6569385;0;Долина смерти: Взрыв;
37,753869;44,6568287;0;Долина смерти: Платан;
37,749347;44,658734;0;Долина смерти: Блиндаж Брежнева (8 стрелковая дивизия);
37,740224;44,667434;0;107 стрелковая бригада;
37,7261;44,670233;0;Поляна, смотровая площадка;
37,7238062;44,6704427;0;Табличка командиру эскадрильи Шишову;
37,721404;44,672038;0;Крест "Душам погибших солдат";
37,718306;44,677963;0;Мемориал памяти десантников всех поколений;
37,729819;44,681775;74,8;Финиш - "Противотанковый Еж" (Передний Край);Высота: 75 м
